/* DATA DESCRIPTION:
Citation:	Schmithüsen, Holger; Raeke, Andreas; Kieser, Jens (2021): Meteorological observations during POLARSTERN cruise PS122/1. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.935263
Abstract:	The meteorological observatory Polarstern issues synoptical reports every 3 hours during times of ship operation. The reports are distritubed via global networks of the World Meteorological Organisation. When designated weather observers are onboard manual observations are included in the reports. For times that are not covered by an observer automatic reports are issued. All observations are made in compliance with standards of the World Meteorological Organisation and those of the German Weather Service (DWD). This dataset compiles all synoptical reports issued during Polarstern cruise PS122/1.
Project(s):	Meteorological Long-Term Observations @ AWI (AWI_Meteo) (URI: http://www.awi.de/en/science/long-term-observations.html)
	Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) (URI: https://www.mosaic-expedition.org/)
Funding:	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: http://www.awi.de), grant/award no. AFMOSAiC-1_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate
	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: http://www.awi.de), grant/award no. AWI_PS122_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate / MOSAiC
Coverage:	MEDIAN LATITUDE: 84.964030 * MEDIAN LONGITUDE: 120.449851 * SOUTH-BOUND LATITUDE: 69.700000 * WEST-BOUND LONGITUDE: 19.000000 * NORTH-BOUND LATITUDE: 86.600000 * EAST-BOUND LONGITUDE: 138.100000
	DATE/TIME START: 2019-09-20T18:00:00 * DATE/TIME END: 2019-12-13T09:00:00
	MINIMUM ALTITUDE: 25 m * MAXIMUM ALTITUDE: 25 m
Event(s):	PS122/1-track * LATITUDE START: 69.679550 * LONGITUDE START: 18.996650 * LATITUDE END: 86.593190 * LONGITUDE END: 119.241500 * DATE/TIME START: 2019-09-20T17:30:00 * DATE/TIME END: 2019-12-13T09:04:45 * LOCATION: Arctic Ocean * CAMPAIGN: PS122/1 (MOSAiC20192020) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Underway cruise track measurements (CT) * COMMENT: Tromsø - Arctic Ocean, MOSAiC Leg 1
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	LATITUDE (Latitude) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	ALTITUDE [m] (Altitude) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	Cloud base height [code] (h) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Ceilometer
	Horizontal visibility [code] (VV) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visibility sensor
	Wind direction [deg] (dd) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Anemometer
	Wind speed [m/s] (ff) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Anemometer
	Temperature, air [°C] (TTT) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Thermometer
	Dew/frost point [°C] (TdTdTd) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Hygrometer (HYGRO)
	Pressure, atmospheric [hPa] (PPPP) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Barometer (BARO)
	Characteristic of barometric tendency [code] (a) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Barometer (BARO)
	Amount of barometric tendency [hPa] (ppp) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Barometer (BARO)
	Present weather [code] (ww) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Past weather1 [code] (W1) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Past weather2 [code] (W2) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Low cloud [code] (CL) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Middle cloud [code] (CM) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	High cloud [code] (CH) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Total cloud amount [code] (N) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Low/middle cloud amount [code] (Nh) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Mean ships course [code] (Ds) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	Mean ships speed [code] (Vs) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	Temperature, water [°C] (Temp) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Thermometer
	Wave period [s] (PwPw) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Height of waves [code] (HwHw) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Direction of first swell waves [code] (dw1dw1) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Height of first swell waves [code] (Hw1Hw1) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Periode of first swell waves [s] (Pw1Pw1) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Type of ice accretion [code] (I_s) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Thickness of ice accretion [cm] (EsEs acc) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Rate of accretion [code] (Rs) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Concentration or arrangement of sea ice [code] (ci) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Stage of development, ice [code] (S_i) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Ice of land origin [code] (bi) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Bearing of principal ice edge [code] (Di) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
	Ice situation and trend over preceding 3 hours [code] (zi) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Visual observation
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	8596 data points
*/
Date/Time	Latitude	Longitude	Altitude [m]	h [code]	VV [code]	dd [deg]	ff [m/s]	TTT [°C]	TdTdTd [°C]	PPPP [hPa]	a [code]	ppp [hPa]	ww [code]	W1 [code]	W2 [code]	CL [code]	CM [code]	CH [code]	N [code]	Nh [code]	Ds [code]	Vs [code]	Temp [°C]	PwPw [s]	HwHw [code]	dw1dw1 [code]	Hw1Hw1 [code]	Pw1Pw1 [s]	I_s [code]	EsEs acc [cm]	Rs [code]	ci [code]	S_i [code]	bi [code]	Di [code]	zi [code]
2019-09-20T18:00	69.7	19.0	25	5	98	180	4	5.4	1.7	1009.8	6	0.5	2	8	2	8			8	8	0	0	9.2													
2019-09-20T21:00	69.9	19.9	25			240	7	5.8	2.4	1008.9	8	0.9									1	2	8.7													
2019-09-21T00:00	70.5	20.8	25			290	4	5.7	2.2	1007.2	6	1.7									1	3	9.2													
2019-09-21T03:00	71.0	22.0	25			300	6	5.0	1.7	1005.9	8	1.3									1	3	9.0													
2019-09-21T06:00	71.4	23.5	25	4	98	230	2	4.5	1.7	1005.6	8	0.3	25	8	2	9	0	1	7	6	1	3	8.9	1	0	3	3	7								
2019-09-21T09:00	71.8	25.1	25			10	4	4.3	1.1	1006.6	3	1.0									1	3	9.0													
2019-09-21T12:00	72.1	26.4	25	5	99	340	7	4.7	-0.1	1007.6	1	1.0	25	8	2	3			7	7	1	3	8.0	3	1	3	3	7								
2019-09-21T15:00	72.6	27.9	25	5	99	20	8	3.8	0.5	1008.0	1	0.4	25	8	2	3	4	1	7	6	1	3	8.1	3	2	2	3	8								
2019-09-21T18:00	73.0	29.4	25	5	99	340	9	3.3	-0.3	1008.8	1	0.8	25	8	2	2	7	1	7	6	1	3	7.5	3	2	2	3	7								
2019-09-21T21:00	73.5	31.1	25			340	9	3.3	0.3	1009.1	3	0.3									1	3	7.7													
2019-09-22T00:00	73.9	32.8	25			340	9	3.5	0.1	1009.0	6	0.1									1	3	6.9													
2019-09-22T03:00	74.3	34.6	25	4	99	350	7	2.9	-1.0	1009.7	1	0.7	25	8	2	8			7	6	1	3	6.2	3	1	1	3	7								
2019-09-22T06:00	74.7	36.6	25	3	98	10	7	2.2	0.8	1010.8	3	1.1	25	8	2	8			7	7	1	3	4.5	3	1	1	3	7								
2019-09-22T09:00	75.0	38.6	25	2	97	30	7	0.5	0.0	1011.9	1	1.1	1	8	2	6	0	1	7	6	1	3	3.7	3	1	35	3	8								
2019-09-22T12:00	75.4	40.8	25	4	98	20	11	2.0	-1.3	1012.1	0	0.2	26	8	2	8	3	1	7	5	1	3	3.5	4	2	36	3	7								
2019-09-22T15:00	75.7	42.9	25	4	99	10	8	1.8	-2.2	1012.1	5	0.0	26	8	2	8			8	7	1	3	5.1	4	2	2	3	7								
2019-09-22T18:00	76.0	45.2	25			360	11	1.3	-2.2	1011.2	6	0.9									1	3	4.3													
2019-09-22T21:00	76.3	47.6	25			30	10	0.5	-1.9	1010.1	7	1.1									1	3	3.3													
2019-09-23T00:00	76.6	50.0	25			30	12	1.7	0.1	1009.4	8	0.7									1	3	2.6													
2019-09-23T03:00	76.8	52.4	25	3	96	50	12	1.5	0.8	1009.2	5	0.2	68	8	2	7			8	7	1	3	3.1	4	3	4	4	7								
2019-09-23T06:00	77.0	54.9	25	4	97	40	12	1.3	-1.1	1008.6	6	0.6	1	8	7	8			8	7	1	3	3.6	4	3	5	4	7								
2019-09-23T09:00	77.4	56.9	25	3	97	50	13	1.7	0.2	1008.3	5	0.3	2	2	2	6			8	7	1	3	3.0	4	3	5	4	8								
2019-09-23T12:00	77.7	59.1	25	4	98	40	14	1.2	-1.0	1007.5	8	0.8	2	1	1	8			7	7	1	3	2.4	4	3	5	5	8								
2019-09-23T15:00	78.1	61.3	25			40	14	1.1	-1.2	1006.2	8	1.3									1	3	2.3													
2019-09-23T18:00	78.4	63.6	25			40	15	1.0	-1.9	1004.9	8	1.3									1	3	2.3													
2019-09-23T21:00	78.7	65.9	25			50	16	1.1	-0.4	1002.4	6	2.5									1	3	2.0													
2019-09-24T00:00	79.1	68.2	25			60	15	0.9	-0.4	1001.8	6	0.6									1	3	1.2													
2019-09-24T03:00	79.4	70.8	25	3	97	70	15	1.1	-0.1	1001.6	6	0.2	2	2	2	5			8	8	1	3	1.7	6	4	8	4	9								
2019-09-24T06:00	79.7	73.6	25	4	97	60	16	1.2	-0.6	1000.7	6	0.9	23	2	2	6			8	7	1	3	2.4	6	4	7	2	8								
2019-09-24T09:00	80.0	76.4	25	4	97	70	16	0.3	-2.1	999.9	8	0.8	2	2	2	8			8	7	1	3	1.1	5	5	6	3	8								
2019-09-24T12:00	80.2	79.3	25	5	98	80	14	0.5	-1.4	999.3	8	0.6	1	2	2	5	2		8	1	1	3	0.7	5	4	6	4	9								
2019-09-24T15:00	80.6	82.0	25	4	98	80	11	0.1	-1.1	1000.2	2	0.9	3	2	2	5	2		8	6	1	3	-0.2	4	3	7	4	8								
2019-09-24T18:00	81.0	85.2	25			90	11	0.0	-0.9	1000.6	1	0.4									1	3	-0.2													
2019-09-24T21:00	81.4	88.6	25			110	12	-0.2	-1.1	1001.3	3	0.7									1	3	-0.3													
2019-09-25T00:00	81.6	92.3	25	1	94	110	11	-0.3	-0.5	1002.6	1	1.3	10	2	2	6			8	8	2	3	-0.8	3	2	10	3	7								
2019-09-25T03:00	81.5	96.5	25		93	120	11	-0.3	-0.5	1003.5	2	0.9	49	4	2				9	9	2	3	-0.7	3	2	12	2	7	2	1	1					
2019-09-25T06:00	81.0	99.1	25	1	95	120	11	-0.4	-0.5	1003.3	8	0.2	10	4	2	6			8	8	3	3	-0.8	3	2				2	1	0			4		0
2019-09-25T09:00	80.8	101.8	25	3	97	110	11	-0.5	-0.8	1003.8	3	0.5	77	2	2	6			8	8	3	2	-1.5						2	1	0	4	6	0	9	3
2019-09-25T12:00	80.8	104.0	25	2	98	110	12	-0.7	-1.2	1004.6	1	0.8	22	7	2	8			8	8	2	2	-1.8						2	1	0	4	6	0	9	2
2019-09-25T15:00	81.0	105.7	25			120	11	-0.7	-1.3	1005.8	2	1.2									1	2	-1.9													
2019-09-25T18:00	81.0	107.6	25			120	11	-0.9	-1.2	1006.2	3	0.4									2	2	-1.9													
2019-09-25T21:00	81.1	109.7	25			120	11	-1.2	-1.9	1007.2	1	1.0									2	2	-1.9													
2019-09-26T00:00	81.3	111.4	25	5	98	130	9	-1.4	-2.0	1008.7	1	1.5	22	7	2	5			8	7	1	2	-1.9						2	0	0	2	6	0	9	0
2019-09-26T03:00	81.4	112.6	25	1	93	120	9	-1.0	-1.3	1009.3	1	0.6	48	7	5	7			8	7	1	1	-1.9						2	0	0	4	5	0	9	2
2019-09-26T06:00	81.5	113.8	25	4	98	130	8	-1.0	-1.6	1010.4	3	1.1	1	7	5	8			8	8	2	1	-1.9						4	0	0	2	5	0	9	1
2019-09-26T09:00	81.7	116.5	25	5	98	140	9	-1.0	-1.6	1012.1	3	1.7	2	4	2	5			8	7	1	2	-1.9						4	0	3	2	5	0	9	1
2019-09-26T12:00	81.9	118.3	25	5	98	150	10	-1.2	-2.2	1013.3	1	1.2	70	7	4	5			8	7	1	2	-1.9						4	0	3	4	5	0	9	3
2019-09-26T15:00	82.0	119.8	25			150	6	-1.6	-2.1	1014.5	1	1.2									1	1	-1.9													
2019-09-26T18:00	82.1	119.3	25			160	7	-1.7	-2.3	1014.2	6	0.3									6	1	-1.8													
2019-09-26T21:00	82.1	119.3	25			160	5	-1.6	-3.3	1014.6	3	0.4									5	0	-1.8													
2019-09-27T00:00	82.1	119.3	25	5	98	170	6	-1.1	-4.6	1014.8	1	0.2	15	8	7	5			8	8	8	0	-1.9						4	0	3	5	6	0	9	2
2019-09-27T03:00	82.1	119.3	25	5	98	180	5	-1.2	-3.9	1014.9	3	0.1	15	2	2	5			8	8	1	0	-1.7						4	0	3	5	6	0	9	2
2019-09-27T06:00	82.0	119.3	25	5	98	170	7	-1.1	-4.2	1014.9	5	0.0	2	7	2	5			8	8	4	1	-1.7	0	0	14	2	7				5	6	0	9	2
2019-09-27T09:00	82.0	119.8	25	4	98	170	7	-1.7	-4.2	1015.9	2	1.0	26	8	2	5			8	8	2	1	-1.7	0	0	16	2	9				4	6	0	9	1
2019-09-27T12:00	82.0	120.2	25	5	99	180	7	-1.4	-3.9	1016.4	3	0.5	2	8	5	5			8	7	1	1	-1.8	0	0	16	2	9				2	5	0	9	1
2019-09-27T15:00	82.3	119.5	25			190	7	-2.1	-5.1	1016.4	0	0.0									7	2	-1.8													
2019-09-27T18:00	82.1	119.5	25			170	7	-2.5	-5.2	1016.8	3	0.4									4	1	-1.8													
2019-09-27T21:00	82.1	119.8	25			140	6	-2.0	-3.6	1017.6	3	0.8									2	1	-1.8													
2019-09-28T00:00	82.1	119.6	25	3	99	130	7	-2.2	-2.9	1017.6	0	0.0	15	8	2	8			8	7	6	1	-1.7									5	6	0	9	2
2019-09-28T03:00	82.1	119.6	25	2	99	150	8	-2.4	-4.8	1018.0	2	0.4	26	8	2	8			7	7	8	1	-1.7									5	6	0	9	2
2019-09-28T06:00	82.3	120.5	25	3	99	130	6	-2.5	-4.5	1018.7	3	0.7	2	8	2	8			8	8	1	1	-1.8									3	8	0	9	2
2019-09-28T09:00	82.7	121.7	25	2	99	130	4	-2.9	-5.1	1020.0	3	1.3	26	8	2	8			8	8	1	2	-1.8									5	6	0	9	2
2019-09-28T12:00	82.9	122.9	25	4	96	100	3	-3.4	-3.8	1021.4	1	1.4	85	8	2	5			7	7	1	2	-1.8									5	6	0	9	3
2019-09-28T15:00	83.2	124.6	25			110	6	-3.1	-4.7	1021.9	3	0.5									1	2	-1.8													
2019-09-28T18:00	83.5	126.0	25			120	6	-3.7	-3.9	1022.7	3	0.8									1	2	-1.8													
2019-09-28T21:00	83.8	127.2	25			110	7	-4.5	-4.9	1024.1	3	1.4									1	2	-1.8													
2019-09-29T00:00	84.0	128.5	25	1	94	100	6	-6.2	-6.9	1025.2	2	1.1	28	8	4	6	0	7	8	5	1	2	-1.8						2	0	1	4	6	0	9	2
2019-09-29T03:00	84.3	129.8	25	1	99	90	5	-8.5	-9.5	1025.9	3	0.7	2	4	2	8	0	8	7	1	1	1	-2.0						2	1	0	9	6		9	2
2019-09-29T06:00	84.5	128.6	25			80	6	-8.2	-9.2	1026.5	3	0.6									7	2	-2.0													
2019-09-29T09:00	84.5	128.5	25	4	99	80	5	-8.0	-8.9	1026.5	4	0.0	2	2	2	8	3	8	7	1	6	0	-1.8						2	1	0	9	7		9	5
2019-09-29T12:00	84.7	130.6	25			70	6	-7.6	-8.4	1027.1	1	0.6									1	1	-1.8													
2019-09-29T15:00	84.9	134.0	25			10	5	-6.6	-7.3	1026.5	8	0.6									1	2	-1.8													
2019-09-29T18:00	85.0	136.8	25			20	5	-5.1	-5.6	1025.1	7	1.4									1	2	-1.8													
2019-09-29T21:00	85.1	138.1	25			360	5	-4.7	-5.4	1024.3	7	0.8									1	1	-1.8													
2019-09-30T00:00	85.1	138.0	25	2	97	30	7	-4.5	-5.2	1023.8	6	0.5	77	7	2	7			8	7	7	0	-1.7						2	0	0	5	6		9	2
2019-09-30T03:00	85.1	137.9	25	2	95	20	8	-4.4	-5.0	1022.7	8	1.1	71	7	7	7			8	7	6	0	-1.7						2	0	0	5	6		9	2
2019-09-30T06:00	85.1	137.8	25	4	97	30	8	-4.9	-5.4	1022.7	5	0.0	70	7	7	8	0	7	8	5	5	0	-1.7						2	1	0	5	6		9	2
2019-09-30T09:00	85.1	137.6	25	6	99	20	8	-5.4	-6.1	1022.4	7	0.3	2	7	2	5			8	8	5	0	-1.7						2	1	0	9	6		9	2
2019-09-30T12:00	85.1	137.4	25			360	8	-6.4	-7.3	1021.7	7	0.7									6	0	-1.7													
2019-09-30T15:00	85.1	137.3	25			360	9	-6.9	-7.9	1020.5	6	1.2									5	0	-1.7													
2019-09-30T18:00	85.1	137.2	25			10	8	-7.1	-8.5	1019.9	6	0.6									5	0	-1.7													
2019-09-30T21:00	85.1	137.1	25			360	6	-7.1	-8.4	1019.0	6	0.9									5	0	-1.6													
2019-10-01T00:00	85.1	137.0	25	2	99	10	6	-7.1	-8.3	1018.7	6	0.3	2	7	2	8			8	8	6	0	-1.7						2	1	0	9	6		9	2
2019-10-01T03:00	85.1	136.9	25	2	98	360	4	-7.1	-7.8	1018.1	6	0.6	70	7	2	8			8	8	5	0	-1.6						2	1	0	9	6		9	2
2019-10-01T06:00	85.1	136.9	25	2	98	350	4	-7.0	-7.9	1017.6	7	0.5	2	7	2	8			8	8	5	0	-1.7						2	1	0	9	6		9	2
2019-10-01T09:00	85.0	136.8	25	2	99	10	3	-7.1	-8.2	1017.5	8	0.1	2	2	2	8			8	8	5	0	-1.6						2	1	0	9	6		9	2
2019-10-01T12:00	85.1	136.7	25			340	5	-6.9	-7.9	1017.2	8	0.3									7	0	-1.7													
